flow_duration,mean_iat,std_iat,min_iat,max_iat,packet_count,byte_count,packet_rate,byte_rate,mean_pkt_size,std_pkt_size,min_pkt_size,max_pkt_size,tcp_ratio,udp_ratio,syn_ratio,fin_ratio,rst_ratio,ack_ratio,is_https,is_mqtt,is_coap,is_mdns,is_ntp,dns_query_count,well_known_port_ratio,is_encrypted,upload_bytes,download_bytes,upload_download_ratio,unique_dest_ports,unique_dest_ips,port_entropy,ip_entropy,well_known_ports_count,mean_dest_port,std_dest_port,device_type,is_anomaly,anomaly_type
104.90142459033697,0.003756988616645352,0.0020626122513239535,0.0015703572057259021,0.01283478733998824,20368.769768490434,35408516.104224004,414.61943342216284,645631.8244921821,1304.9787808065978,146.57755925300737,51.105194127903125,1498.3122922451503,0.9333280343406718,0.0666719656593282,0.0054677302020184945,0.00476540215601335,0.0016343569472882851,0.6145866362689154,1.0,0.0,0.0,0.0,0.0,3.4626374106866002,0.8403806931082072,1.0,32715796.005000833,2692720.0992231704,12.149715770578354,5.0,4.0,1.188632150461593,1.3031890292588468,2.0,442.1219164836515,30.103210364546445,smart_camera,0,normal
85.85207096486447,0.0020778346758223744,0.0017852972294373735,0.0009818017558556138,0.015530462616418193,24558.45995688199,36247124.388406515,334.5874955920342,594834.4171433367,1368.214139795891,161.0720749878663,64.5844948070565,1496.512654795207,0.9364022292052763,0.06359777079472373,0.007329981765127846,0.005073412702410445,0.001095111610922447,0.6107055491143066,1.0,0.0,0.0,0.0,0.0,4.468523602818836,0.8738522858679472,1.0,27955645.338552132,8291479.049854383,3.3716109995395933,5.0,1.0,1.5844486197760237,0.7147033686757669,3.0,463.79156698466807,27.541681290602256,smart_camera,0,normal
109.43065614302077,0.0038696059201056604,0.002061148751516142,0.0007874779699268612,0.013359959746238204,26345.577866313422,58398496.76628741,340.8676239567442,474409.63457204355,1442.7491918909107,151.73819449277266,73.12620322540441,1497.4592759073498,0.93408059252299,0.06591940747700997,0.006250636668043007,0.004498689912135544,0.0008101877516615831,0.6244565278324643,1.0,0.0,0.0,0.0,1.0,5.2160065389114765,0.8543783541109764,0.0,33668442.490492545,24730054.275794864,1.361438222236662,4.0,3.0,1.2143018683866886,0.5864363247045397,3.0,431.24189019660804,30.1352495647209,smart_camera,0,normal
135.69089569224076,0.0043556378588049515,0.002271649014518194,0.0005458856822161519,0.014185034669021839,35550.75062936076,42005462.55165986,341.81537682191953,536288.0153393332,1407.287488500473,163.56012543776586,68.21716933003097,1499.244470224955,0.9538377909004329,0.04616220909956714,0.004661451123334751,0.00205750230903823,0.0014285791942116443,0.6027585318935732,0.0,0.0,0.0,0.0,0.0,3.2806783131918262,0.9115248053390244,1.0,21375834.721486825,20629627.830173034,1.0361715616629217,4.0,3.0,0.7060465840194177,0.7694196112705235,3.0,441.49416451625075,32.838182949024066,smart_camera,0,normal
82.97539875829992,0.003413434903223701,0.002024430035162852,0.0004590580971232165,0.02002035627089561,30226.21249813503,48257040.012251675,406.6321190484364,576352.7927082146,1331.8768016176546,173.57549067866432,63.40345688007808,1497.4181155610136,0.946788807809964,0.053211192190036005,0.007704725091852301,0.0038445775674722403,0.0017623192982413782,0.5999695758838856,1.0,0.0,0.0,0.0,0.0,3.8694245427048286,0.9000161808788664,1.0,32826321.92190224,15430718.090349436,2.127335850630074,3.0,3.0,1.3290267468515256,0.6919134565751407,1.0,437.6068707638902,35.27056195751572,smart_camera,0,normal
82.97589129152459,0.004876795812558066,0.0020202958456019414,0.0005247592170983532,0.019021383155371045,22658.073723600435,35672804.94665957,362.4210834290196,456369.54282832984,1400.5018524947534,205.11463458994155,46.98334141712584,1499.1860512672533,0.9388942779479792,0.061105722052020806,0.0002702892544169753,0.002844292425083085,0.0012171318249610359,0.6598313560413621,1.0,0.0,0.0,0.0,0.0,4.461330713035422,0.9090888692249619,1.0,31604945.767154597,4067859.1795049757,7.769427751324691,4.0,2.0,0.9588526055271764,1.0772452128209165,3.0,452.3650660605701,28.168958694736464,smart_camera,0,normal
137.37638446522175,0.002226210800896427,0.0016490041560966223,0.001080137995303445,0.011101256289217206,29944.145157670548,35761176.43022689,429.6438351385312,533487.420777909,1277.4771747805084,170.36522883882893,55.90275164232716,1498.817210540324,0.9585592525310527,0.041440747468947325,0.00910414662284387,0.003797394227081926,0.00028667539459482634,0.6758058090177521,1.0,0.0,0.0,0.0,0.0,3.564142645018593,0.8968634583429442,1.0,17908829.44284402,17852346.987382874,1.0031638110292866,2.0,3.0,0.8349643076755746,0.9278590999100853,2.0,420.6020836963388,33.39935681914947,smart_camera,0,normal
113.02304187458726,0.001755345296688583,0.001668549541224526,0.0011526175069689801,0.017489197253637522,21810.78404424654,50655878.47399954,228.72240022573655,658709.7304359012,1492.0213916718637,132.43122879691222,65.87800338042523,1497.7709353699838,0.984461494352925,0.01553850564707504,0.0015880818102185293,0.004980004236133894,0.0012495552533994705,0.5246223527683289,1.0,0.0,0.0,1.0,0.0,4.464320560826665,0.8581710674938675,1.0,34613089.206303865,16042789.267695673,2.1575479470053285,3.0,2.0,0.9497522859850257,0.956062590995232,2.0,428.5688471082219,43.41320642209088,smart_camera,0,normal
75.91576842195144,0.0012212797510957215,0.0012986973641001534,0.00052564278939036,0.017434189663474774,32330.764215548294,31203390.307587743,348.588888092332,728457.4827860295,1383.5772784403,214.20203539485482,56.12825930013004,1496.5215896956545,0.9827851303348349,0.017214869665165056,0.003745814350455408,0.004305150835874972,0.0010639636011872896,0.6005010575870284,1.0,0.0,0.0,0.0,0.0,4.55539886065174,0.9154056410776421,1.0,28467292.458831765,2736097.848755978,10.404336258456082,4.0,2.0,1.3627512688993546,1.2305868353949547,2.0,441.9265317754904,38.05000639546172,smart_camera,0,normal
106.27680130757894,0.004496044311489183,0.0028747883715934696,0.0012685114942228347,0.011555210133742144,26115.501392728485,38678289.85675783,332.436762345337,562250.8722607305,1489.4839955404261,154.8872959915488,66.03359459998768,1495.4507579375877,0.9115445645587532,0.08845543544124679,0.004918164929609862,0.005148090866397433,0.001317863263220275,0.5655652783277383,1.0,0.0,0.0,0.0,0.0,5.083261776294304,0.9576667368080836,1.0,29960222.519342527,8718067.3374153,3.4365666062472067,3.0,3.0,1.5776283719280204,0.8617330277674446,3.0,458.51377721009493,48.722401726855836,smart_camera,0,normal
